text	Class
"Also, I travel from a long place before I get to school. Sometimes I do not even get money as transportation to school. Sometimes too, I have to fast for the whole day when I am in school. These are some of the things that influence my academic work."	Negative
"When I see my mates, whom I was bether than and they have made it in life, it makes me feel as if I have no aim in life"	Negative
Whenever I see how my mother suffers before being able to pay my fees I feel like killing myself	Negative
"Whenever I see my PastorŐs children how their live are very beautiful, feel so sad for my self"	Negative
"Whenever I see how my mother suffers before being able to pay my fees, it makes me worried and disturbed"	Negative
 Our seniors were maltreating us even when in studying. 	Negative
Some of my electives subjects are difficult for me so I have even decided to change the course am offering. And this frustrate me often times	Negative
 I consulted the school counselor and my parents advised and encouraged me that I can do it. I have improved in my academic performance. 	Positive
"Things started becoming worse when I got to form two.  My mum became seriously sick and was inactive for over a month, I had no money for school. But I kept everything to myself and got an idea. "	Negative
"I decided to take a boyfriend because I heard they frequently give money to their girl friends free of charge.  But you know, it was the opposite.  At that moment, my academic development fell back drastically.  Nobody understood me but I knew what I was surely going through. It was disheartening."	Negative
I am from a village but I live in Kumasi with my mother but my father is no more (dead) and my mother is the one who takes care of me and my sisters and one brother.  We are six in number and I am the second born and I have to help my mother to be able to take care of my sisters.  Due to this if find it difficult in my education. 	Negative
I felt sad when I go to school because of this I donŐt have money to use in campus.  I notice that wherever my friends are buying food they buy a ball of kenkey for me.	Negative
"When I was a small boy my family didnŐt take care of me because I was not properly taken care of. Unfortunately, these peers that I had were also the same.  My parents didnŐt take care of me to school at all the these negatively affected my academic performance.  The moment I realized to go to school to learn, I was a day student.  Because of this somebody took care of me.  "	Negative
"My mother has no work to do and she is not that strong to work so I have to do some work to get some money for my mother to take care of the family.  Even today that I am writing this, I have nothing like money to buy food and it makes me find it difficult to learn.  Even when IŐm in school, I always think about my mother, how she will get money for the family and how she will prepare food for us. "	Negative
My father is quick tempted and gets angry on small thing 	Negative
 My parents sometimes also find it difficult in paying my fees. I am learning so that I will make it to change the poor nature of my family especially my siblings. 	Positive
"My parents are farmers.  Of all the seven children, I am the only one who had the opportunity to attend S.H.S.  Only this predicts the financial background of my family.  "	Negative
"In fact, we are in the midst of poverty but by godŐs grace it is rather hard for us to sleep on an empty stomach.  Unfortunately, I was pushed to go and stay with an aunt in Takoradi.  I am saying I was forced because it was never my intention to leave my parents till the unfortunate thin occurred. "	Negative
 I had pity on this teacher after a sound conversation I had with him.  So I took him to my mum and placed with the family to feed him and accept him as part of us.  The relationship I had with him grew very well.  He grew to love me.  	Negative
" This happened that he impregnated my senior sister and abandoned her and the child.  You can imagine, that is how my woes started.  My beloved mum despised and hated me, the reason being that I have brought a curse on my elder sister.  That sister of mine was the most cherished by my mum. She was and is still her favourite.  At times, she would flog me with a big wooden spatula, yet I still love my mum.  But my dad couldnŐt stand it so he forced me to leave as soon as possible.  "	Negative
"From my village to Tekoradi was like from frying pan to the fire itself.  Come to think of humiliations, it weakens my already tired soul so I had to return to the village and write my B.E.C.E.   In al these, hmm, I never lost interest in my books and that is making me what and how I am now.  "	Negative
I will be very happy to become somebody one day to be able to take care of my family.	Positive
"I was very punctual to school and always seated before the teacher comes in.  I participated in answering questions that comes my way but consequently, I made friends with a peers who are very truant when it comes to school.  I was following them to everywhere they go and due to this it diminished or influenced me and being the premier student, taken the first position in the class, I came down to the tenth position."	Positive
" because of my parentŐs background, I had an influence negatively in my academic performance because I use to sell water on the streets of the city before I get money to buy food when in school.  Because of this. I donŐt get time to attend to my books and this has gotten a negative effect in my academic performance."	Negative 
I always pass my examination or test that comes my way.  Hence I feel very happy in this school	Positive
"I used to contest for any debate or quiz that come my way but due to some problems, my academic performance has been negatively influenced.  "	Negative 
"When I moved from the 24th position to the 10th position, I saw that I have forgotten about my problems and focus on my studies. I will be able to become the head but not the tail as people think I will become."	Negative 
"I was the only girl of my parents but as time went on my mum got pregnant and gave birth to another girl. My life took a different turn, my mum charged her behaviour towards me, who gave me all sorts of names. She sometimes beat me for no reason as at the age of 7years. She even called me a witch. Due to that, I could not study at school and also cry the whole day without studying.  I nearly got blind due to her hash treatment towards me.  "	Negative 
"  I became poor in my academic performance and my peers started laughing at me and they also distance themselves from me.  I became lonely and a thong in flesh of others, as time went on I became shy and couldnŐt discuss my problems to my father again."	Negative 
I felt so happy when I opened my result to see that I have gotten the first position and due to this I got a scholarship and this has developed my academic performance.	Positive
"I am facing so many problems about my academic study and some of problems the studying. Since I came to school, I was a boarder and during that time, I was a learning very well. Sometimes I confused because sometimes I learn and do not remember what I learnt. "	Negative
"In some situations, I feel I am down in my education or academic when my position in class does not suit my intelligence and my future career. I became happy when I am at the top always."	Positive
"The standard of living was very hard and difficult, but they managed to give us a good foundation in order for us to achieve our objectives in future. Due to some hardships, my father decided to move us from Greater Accra (Accra) to the Ashanti Region (Konongo). Things were not going on well. "	Negative
"The nature of living in a city is different from the living in a town. but we had hop and faith in God because, the intelligence of we the children was a little encouraging. I am determined to be a Marine Engineer but the level of education here in Ghana with regards to my aim sometimes makes me melancholies as well as my parents."	Positive
I am not convinced by any downwards in life but will always hold on to my integrity.	Positive
"What I felt so emotional about my academic development is really a positive ways because the way the teachers even teach us is very good and also advise us, motivate us which always edge me more morals and also even much enthusiasm in learning."	Positive
The performance of the teachers in the school is very good	Positive
The teachers in the school really teach for them they do not joke with their teaching and really like them about that but is dome of the students in the school who do not force to learn. 	Positive
Since from that time my performance has turn to a better one when I entered into SHS. My first examination was some how not good but with the motivation of my teachers which helped me to perform well in my academic work and I was with much enthusiasm to perform better in my academic work and since that day the teachers motivated me and I am counted among as the best student in the school.	Positive
"What I felt so emotional about my academic development is really a positive ways because the way the teachers even teach us is very good and also advise us, motivate us which always edge me more morals and also even much enthusiasm in learning."	Positive
"My real life story about this school is that, when I was in JHS, I was influenced negatively by the use of mobile phone but when I came to SHS, I came to realize that life is not a joke"	Positive
The time I felt so happy about my academic development was third term in form one. 	Positive
I am in SHS now and I do not know my father but I have his number. Sometimes I call him and talk to him I wish to see my father one day. 	Positive
"My mother has given birth to six children, three (3) girls and three boys all of us are educated. The three of the boys have completed SHS and are not continuing their education because of money and all have good grades but there is no money for them to continue."	Negative
"Again, anytime I think about the poor financial condition of my family, I cry because I do not know if I after completing my SHS my mother can take care of me.  "	Negative
"When I was born by my mother, she gave me to her elder sister that is my aunty. I grew up by the care of my aunty and because of that I did not even know my mother due to that I never has love and affection for my mother because she did not take care of me. I love my aunty for supporting me. "	Negative
"During my JHS day the standard of my academic work was falling due to peer group influence. My friends by then who were into those behaviours introduce me to smoking, pick pocketing and others which did not help me to learn. I nearly became school drop out. "	Negative
Wesley Senior High has really changed me from negative to positive with the aid of the teachers and even some of my own mates in my class.	Positive
"I started very good in my academic work, I became first in my class for fifteen times, almost every term. Due to this my teacher and parents pay much attention to me and helped me. during JHS days, my academic work became poor due to peer influence. "	Positive
"In year two in JHS, my headmaster punished me due to poor performance. I had grade 21 in BECE. due to my bad behaviour my parents do not want to take care of me it took the help of my headmaster who pleaded on my behalf."	Negative
I feel bad whenever my class mates are having tools and materials for the academic work when I do not have some so have become sad.  	Negative
I am very quick tempered	Negative
When I got to form three. My father died so things became hard for myself and family. I became sad when ever am send home of school fees.	Negative
"I want to be journalist in future. The reason why I want to do that is in my village, some of the ladyŐs are journalist and the way they are behave in village. I will be very happy for that work. "	Positive
"In my academic work, my real life story is that I am a good student in SHS one so any teacher who came to class love me, because of my good learning. "	Positive
But when I went to SHS two I do not know what is wrong with me because every time I suppose to learn I became lazy in learning then I go down in my academic work. 	Negative
"As student I find the difficult to go home since am a boarder. The reason is that I do not get time to learn and when it is time for prep they make noise until the teacher have told them to stop. Even if the teacher leaves, they will continue talking. This affects me very much but if I were day. I would be a day student and I hope that I can get time to learn without any disturbance. "	Negative
I feel very bad when my results looks bad This has influenced my academic work negatively.	Negative
I want to be a doctor in future so I want to learn so that I can achieve my aim and also my parent provide anything alike for me in studying and again they motivate me to learn hard.	Positive
The emotional about my academic development is positive because my parent are also with me and they advice me all the time. And support me financially too.	Positive
"My teacherŐs advice me to learn hard because am from poor home so I do not joke with my books at all. When I was in JHS I never joked with my books. Now in SHS, I also do not joke with my books at all. No matter how I feel, I will get up, stress up show and never give up. I have promised myself and my parents that I will change my family background and my children would not come and suffer."	Positive
I will change my family God be my helper. I will fly in the plane of ambition and land in the airport of success. In future I want to become a nurse. So I will learn hard to achieve my ultimate aim. 	Positive
My father died and my brother is the one who is taking care of me. He helps me in my academic work and provides me with what I need for school.	Negative
I want to become a nurse so that I will be able to help the government. And I am passionate about it. 	Positive
"I sometimes become academically poor when I ask of my brother sometimes my fees, books and others and he tells me he has done me a great favour by sending me to school and so he cannot buy the books I needed for my education."	Negative
"My parents are both alive but do not work regularly. My brother is the one who is currently looking after me. life for me I will say is a bit difficult. This is because, I really want to learn to the satisfaction of my parents but my brother is not helping at all. He only gives thirty cedis to board a car, spend in school and at the same time use the same amount to board car back home when school vacates."	Positive
My mum sometimes go to the extend of borrowing money from her friends just to buy me necessary items I need. I sometimes make up my mind not to go to school because I see that my brother is not ready to help me and my parents are not fit to work to support me. and spends 	Negative
"I hate our maths teacher, he makes me to dislike mathematics. I fail it almost every term"	Negative
I felt so bad when I collected my examination report and realised that I failed.	Negative
"I am a respectful person and I love everyone as my parent, brother, sisters and my own grandparents. I like everything in life. I am a simple person."	Positive
"I feel that I want to be good personality in future. I want to be a lecturer, journalist and a news caster.  "	Positive
 I like going to church and love education. I love associating with people and like friendship because I sometimes find it difficult to think widely about issues in my life.	Positive
"Sometimes, I feel proud of myself because I find out that my parents are on my side and God too is protecting me from every evil deeds. I like praying and love singing.   "	Positive
"I feel that I want to be good personality in future. I want to be a lecturer, journalist and a news caster.  This motivates my learning process."	Positive
I cannot learn on my own so I did not pass my exams and it makes me feel bad.	Negative
"I want to be a nurse in future but in my house I do not have time to learn because I do a lot of work at home. If I finished my work at home, I feel tired to learn and I fall asleep. "	Positive
The teachers force me to learn so I do not have any problem in my academic work. I am excited in learning 	Positive
"In my life story, there is nothing bothering me in my academic studies. I feel good in my studies."	Positive
"When I got my first examination results, I felt emotional good in my academic work because I scored a higher marks."	Positive
 My mother is a trader whiles my father is a farmer. I must work and help them before I can go to any place. That is is not good for my academic work. And it frustrates me even now	Negative
I write exams I always get what I want and at the same time my mother and father reward me.	Positive
People love me because I was trained from a good home.	Positive
The real story of my life toward or influences my academic work. I always feel comfortable when we are learning because the teacher has made it possible and explicable for my syllabus.	Positive
The instance where I felt so emotional about my academic development is positive and was awarded the best student in class which I had never even imagine of.	Positive
"After the death of my mother, I have not enjoyed full life as compared to how everyone is doing when she was there. Things has become worst for me to excel."	Negative 
I am sometimes denied from giving me some needs from my parents due to the poor performances.	Negative
"At the age of six, I lost my mother in our village on the 17th December. This lead to the negative aspect of my life. Hopefully my mum gave birth to even children and as to whether we will prosper or not is the hands of God. By the grace of God if my brother were able to go the university and my brother and I are in the SHS now. "	Negative
 Although we are happy but my father finds it difficult in paying my fees and sometimes have a negative effect on me since the University bills are too difficult to pay. 	Negative
My father sometimes cries in paying the fees anytime I ask him and this demotivate me of even being in the Senior Secondary School at last. Sometimes I can sit down and imagine how great it will be when my mother was alive but I did not have it that way. Sometimes it motivates me that I can make it in life no matter how it. This sometimes has a great  influence in my life and contributed partially in my life.	Negative
My life is positive due to my attitudes my parents always encourage me to forces hard. And my real life have influences me my academic work because I am a hard worker person I have applied my hardworking academic work which is helping me a lot ever in my life.	Positive
I felt sad about my academic development when my father died due to this I decided not to come to school again because he was he person paying my school fees so I thought that I would get anybody to pay it for me. 	Negative
I am not good in academic because of the basic school I attended. This has been affected me here in the SHS	Negative
"I felt good anytime I get my terminal report, I feel happy when I had good grades. "	Positive
I am not good in academic because of the basic school I attended.	Negative
"I felt good anytime I get my terminal report, I feel happy when I had good grades. "	Positive
"After completing, I never thought of going back to SHS I knew I am moving forward in life but unfortunately my result was cancelled, so I had to come back to school after two years of completion. This was the toughest moment for me because all my peers are in the tertiary level but as for me I had to go back to school but due to the stressed I felt I am struggling to cope with the academic works in the school.  "	Negative
"Being stressed for being in school again there was an instant where I felt emotional about my academic development negatively. It was an end of term exams where I wrote English Language badly which I knew will score very low. This was my worst exams since I started schooling, I felt vey bad."	Negative
I do not have any parental care so that made my academic work being negative because I could not learn. When I completed JHS my results were very bad and I know one was there to cater for me in my SHS academic work. 	Negative
Everything about my life is very cool because there is nothing bothering me	Positive
I felt very happy when my first term exams papers were given to me 	Positive
"When I came to school, my mother spent much on me, so I studied well and passed my exams so that makes me feel happy about my academic development."	Positive
"When I come to school, I hardly get money to buy food this motivates me to work harder to become a good leader. "	Positive
"My academic is bad, because in my house I do not get light to learn. And that frustrates me a lot."	Negative
"In fact, when you learn you will always pass and pass well. I felt proud of myself when I passed my terminal exams."	Positive
My mother went for loan before paying my admission fees. My mother is doing her best by buying books and has been advising me also.	Positive
"When I completed JHS, my mother was not able to take me to school so I stayed home for a long time before she took me to school even when I came to SHS pocket money sometimes I do not get and sometimes come to school without money. This hurts me a lot."	Negative
I felt emotionally bad when I first got the third term Ôs report. It was bad that I even made me stoop schooling.	Negative
My father died when I got admission into SHS. I stayed at home for sometime due to financial problem. At some point I got seriously frustrated about the financial condition of my family.	Negative 
"Since my parents are interested in educating me, they try their best to buy books for me. I am grateful to them"	Positive
I felt so bad when my father kicked the bucket and with that I was about to stop schooling and start in some unskilled training.	Negative
 My parents find it difficult to pay my school fees and that matter the school administration always sacks me from school. 	Negative
Sometimes my parent do not even get school fees for me to come and pay. And it influences my studies especially when the teachers come to sack fees and I will go home and spend more than two weeks before coming to school and my colleagues will even learn ahead of me so I cannot even study. 	Negative
Even when we are writing exams they will come and sack those who are owing and this influence my academic work negatively.	Negative
"I find it difficult when it comes to academic work. As a teenager, I have engaged myself with some problems in my life. "	Negative
"When I was sixteen years, I started dating men. This has affected my life negatively. When I entered SHS, I made decided to stop but there it has worsen. My performance is going down drastically."	Negative
Sudden death of my father has affected my academic development. I find it very difficult to learn. I do not get enough time in learning because am not staying with my real parents. 	Negative
I have to work before I get my school fees and even the money to buy food. But with all this I try my best to learn very hard because I want to become somebody in future. 	Positive
"When I listened to the advice given to me by my teachers, it had really helped me in learning."	Positive
The way some of the teachers motivate me in learning had really helped me in my studies. 	Positive
I normally feel lazy to learn at times. This I found it dangerous to my cause	Negative
I am very good student but my parent find it difficult to pay my school fees so  I find it difficult to go to school.	Negative
When I went for my BECE I felt very happy because I performed very well.	Positive
"My mother has no job and my step father treats my mother badly because she depends on him. Even now, I fear for my life."	Negative
I  involved myself with friends who introduced me to a bad friend and this has prevented me from studying and so my performance is not encouraging.	Negative
I feel so ashamed to be treatly badly to be caught up with my boyfriend having sex	Negative
My father was improsoned and since then I have been having bad dreams fearing that I might be arrested too.	Negative
"I have been having depression for many years, I attended counselling but it surprises me that I  still have. This has affected my academic work seriously."	Negative
"My mother loves my younger brother more than me, sometimes I find it difficult to undertand and this is so bad that it affect my academic work badly."	Negative
I work harder in school so I expect to pass well with a flying colours in the final exams.	Positive
"Our teachers are very good. They make you feel that you are part of them, I believe that they will help us well to pass our final exams."	Positive
I was surprised to hear that a good student I consider a role model was caught having sex with another student. I was devastated and los interest in academic work.	Negative
One teacher in our school always tells me that I donŐt know anything and not until I convince him he will keep hunting me. This is affecting me a lot.	Negative
My dad and mother broke up. Because of this I have to struggle for my self since my father donŐt care about us anymore.	Negative
"A certain teacher punished me sometime ago and since then I got feared of him, and anytime I see him I feel uncomfortable."	Negative
Since I came into this institution cost accounting is the subject I have failed. I was worried about it and every term I failed in cost accounting. 	Negative
When I followed the advice it helped me a lot in my academic work. during the orientation they also told us not to fight in the school. Because I was a bad boy who likes fighting it helped me. it also helped me towards how to make friends.  I was not having friend but now I have plenty friends. 	Positive
"I have seen that this school is a serious institution, who work hard and the teachers in the institution motivate and encourage students in learning. They do not joke with their work"	Positive
" from the first time I entered this school I was a very hard working student, I donŐt joke with my academics work from there, I was appreciated as a best student in the school which motivated me to continue working hard. Since then I have become one of the best student in this institution. "	Positive
The day I became so sad is the day that my teacher told me that I am very bad boy and I donŐt like coming to class. That day I was so worried and I realized that it was the nature in school and you cannot get what you like.	Negative
"When I came to the school for the first time I felt very sad because my mother did not give me any pocket money because she was not having.  My mother normally pay my school fees but  my chop, extra classes, books , and the rest I have to struggle for it by myself. "	Negative
I was nearly caught in class masturbating. I got paniced yet I can not stop the act.	Negative
When I came to this school my friends influenced me to stop the school because of my bad performance. This surprises me why	Negative
In this school our teachers are very good to me especially the core subject teachers	Positive
My performance in mathematics was very poor but when I entered this school I have improve in mathematics.  For the elective subjects I was very good in Accounting because my accounting teacher was very good to me.	Positive
I also felt emotionally bad when my teacher punished me and sacked me from the class.  I became very sad.	Negative
I am happy for being in this school as a child	Positive
"I have always wanted to be a great person in my country, so I always work hard in my academics"	Positive
I was very bad in my academic work because I didnŐt know how to learn at that time	Negative
"I have never loved to learn a subject like mathematics, integrated science and financial accounting. I didnŐt like it because it was so difficult to understand. I always refused to attend class for these subjects during their periods"	Negative
"I never had mathematics, integrated science and financial accounting on my personal time table. Because of that I always fail in three subject"	Negative
Going to my friends for help was another way of developing my academics positively. They teaches me what I did not understand so I was very happy when I passed all the subject after writing my term exams	Positive
"I talk without fear in public. I do all these because, I learn more than necessary"	Positive
This is about the day I felt bad during my academic year in the school when We wrote an exams and I failed in all the subject and after that the teachers punished me severely about my performance. I felt so bad and sad and wanted to stop schooling.	Negative
"I have always known that a senior, other  student will come to you for help in academics Subjects like science, mathematics and financial accounting, so I learn hard to help them."	Positive
I felt so sad when my costing madam left for abroad without any information. I was not good at that subject which make me feel like leaving the school to another school. So my performance on that subject was very poor	Negative
I feel emotionally happy  because I know I will be a prominent person in the future. 	Positive
"When I came to the Junior High school I find it difficult because my father was not able to take care of me.  Money to pay for my printing fee, school fees and my registration fees. "	Negative
When I grew up to seven my father took me and one of my brother to stay with him. When I got to the Junior High School my performance was very poor. 	Nagative
My father even died at that time when I was in the Junior High School and my life became very miserable.  I have to find a way to find money to pay for my registration fees. I pounded Fufu in a chop bar after school before I was able to raise money for my registration fee.	Negative
"Even now that I am in the Senior High School I am still finding it difficult to cope with my academic work, since I have to work to raise money for my school fees and others."	Negative
I was happy when I felt that my academics has developed positively. I always express my views as I have always wanted to do in life. 	Positive
When I was in class and I was asked a question that was easy to be answered in an exams. Each and every student was able to answer that question and I was very happy. 	Positive
It surprises me why my father hets me so much	Negative
Experience in life for me has been so comfortable and easy. 	Positive
"Money canŐt buy knowledge, so there is a need for you to stand upright and learn. There is a saying that ŇDetermination leads to successÓ and with determination and your vision you can achieve something little"	Positive
I and my parent  together with my siblings are living in a single room.  But some of the teachers advises and encourages me to focus on my studies but as much as I try I still recall it whenever I close from school and go home. I always pray and hope that God will see me through. 	Positive
"I sometimes think about the fact that, life is being so cruel to me. even as a literature student, from form one to form two I was not able to buy some of the literature books"	Negative
At time I even felt pity for my parent because they were trying any possible means to help me in my education but to no avail	Negative
 After school I will go to the market where my mother sells her things. By the time I come home it will be late and I will be very tired so I will not be able to learn. This has affected my academic work badly. I fail a lot because of this 	Negative
The day I felt sorry and pity for myself was the day that I failed my elective subjects in the Form one and two. This was because I was not having the text books that was going to guide me in learning. I was always learning what was thought in class without any text books. This was what leads me in failing. 	Negative
The person agreed to help me in my education but I find it difficult to study at that time although I was in class three. The person was a seller so I have to help her in the morning before I go school	Negative
"We always pray for success but success always does not come at once, you have to strive for it by learning, encouraging yourself to do more, think positive and free your mind"	Positive
Opportunity always comes at once when you have the chance donŐt let it go.	Positive
When I received my  result and it was not good. I felt bad. 	Negative
"My father got a serious sickness which led him to stroke. Because of that he went on pension. It was my mother and my aunt who were doing everything for him, his feed, bath etc. he was always being taken to the hospital and I was always worried about him and was not able to learn and it affected my academic work.  Because of my fathers condition my mother was not able to do any work because she have to be with him all the time. "	Negative
When I got my terminal report I got sad because I didnŐt perform well. So I will make sure that I will improve my academic performance next term. 	Positive
I developed affection to my friend who motivates me to learn always	Positive
I feel dissatisfied about my mothers attititude towards my fees. She complains all the time when I asked money for school fees	Negative
Life have not been easy for me the past years. I completed my Junior High School in the year 2014 but was not able to the Senior High school that year. This was because of financial problems.  	Negative
Now I can learn and do better than previously. Since the school is a mission school their it has helped me a lot and improve my academic work.  when God is with you anything that you do works well for you. 	Positive
Teachers are very strict. At times I feel like not going to school. I decided not to talk to anyone until sometime but other students were willing to talk to me. I had no choice than to listen to them	Negative
I became very sad when all my friends were going to school and I was not.  I got myself a job in other to raise money for the next academic year. Because I wanted to go to school I did not use the money for anything else. I wanted to raise the money for my admission fee.  	Negative
I was always sad because all my mates were in the form two whiles I was in the form one. But I was motivated by my teachers which helped me to learn hard and it have improve my academic work. 	Negative
I was discourage and I was not given the mandate to take some decision and the effort I made me somebody.	Positive
"In the Primary level, I was not having the chance to be given money because my parents were farmers so I used to return home during break periods to go and have my meal. First I used to be discouraged about this but I found out that even some students are neither given money or having the chance to get food early in the morning except after their parents have returned from farm"	Negative
I can express my feeling that it was my saddest day in school when I was caught masturbating 	Negative
"I dislike being scold by anyone, it demotivates me to learn"	Negative
Sometimes I donŐt know what to do because a teacher keep following to have sex with me 	Negative
Frustrations from my seniors made me run out from the school. This made me develop the habit of truancy	Negative
 After I failed I realized that my peers imported a negative change in my attitude towards studies. I was sent back to SHS in Konongo. It was there that I realized that I had great capabilities in studying. I have improved on my studies and I am now one of the but students in school.  	Negative
I felt so happy as to when I found out that I could be the best student in class. I fought towards my dreams till when I achieved my dreams.	Positive
I became very happy when I saw that I have returned my old good performance. And I know that it will continue till I complete schooling.	Positive
What influence me negatively are the abysmal friends that I indulge myself into. Those friends are negatively influencing my academic work because due to the great relationship between us anything bad they do is not known to me and this negatively influence my academic work. 	Negative
"In fact, I was very brilliant and because of that, I all the teachers choose to love me very much. I kept on with good results till I got to the senior high school. At the beginning of the year, I was a day student but I became a boarder during the second term the second year through government scholarship."	Positive
"But one thing I realize is that, when I was a day student, I was really good in my academics and I was even hoping to do better that that when I become a boarder. I became thrilled with joy in my heart when the scholarship was given to me since my parents could not afford to send me to the boarding house."	Positive
"I realized that the race was not to the swift so I asked God for his protection and help me to get a furnished life. By that time I got to SHS, I was fill bliss and I became determined that what ever the case I will have to achieve my aim. At last I realized my academic performance was improved with the help of my parent, counselors and myself. "	Positive
I had passion in doing things with my hands and I loved practical very much. At Junior High School my mother died and my extended family with some little support from my father and step mother took care of me. 	Negative
I felt very bad when I had a very low marks in the business management. 	Negative
I felt so emotionally happy when my step mother also promised to take care of me and she also promised to treat me as her own son.	Positive
I felt bad because I was called infront of the class and I was punished for getting that lower mark by my business management teacher. So I set a target to score a higher mark nest time.. I felt sad and did not even know what to do next.	Negative
I wonder why some people are not able to approach their teachers. This amazes me.	Positive
"But life is full of uncertainties, my hope and trust rather failed me. with all this, I did not perform well as I wished to be in the boarding house. I remembered the last two terms when I received my report with tears running down my checks. "	Positive
"All the source of my problem is that, when I was a day student my grandmother used to cook food as early as possible for me before I go to school. But it ceased since I became a boarder. Because my parents does not have enough money, I always learn with empty stomach but I always encourage myself since it shall all come to pass. "	Negative
The positive influence towards my academic work is I was serious student and due to that i was performing well in school. My parents were proud of me and I became very happy. 	Positive
My teacher helped and motivated me to continue to learn very hard so that I can pass my WASSCE. 	Positive
I became very happy and took the advice very serious. This is helping me very much and I will also continue to learn hard to pass my examination. I know that I will surely pass my exams and achieve my goal in life.	Positive
I felt so worried about my academic development when I got 5% in Accounting. It was my sadest day in my life.	Negative
I felt so emotional about my academic development negatively when my WASSCE results was so bad I felt retarded in terms of academics and also downhearted I felt all hope is lost in my life.	Negative
The attitude of my parents towards me has actually affected me in my academic. The truth is my parents do support me financially but they do not support me emotionally. Sometimes even calling to ask how I am doing is a problem for them. I have not heard from them for the past three months. This has affected me in my academics	Negative
"My parents only think of my siblings who are staying with them.  Actually I did not want to study in Ghana so one day, I called my father explaining things to him concerning my studies in Ghana. He then told me he is never going to make any provision to let me join them. This has really affected my academic performance. This situation has made me very sad. "	Negative
I feel rejected and am being abandoned by my parents.	Negative
My fear is that if I am not able to pass well in the final exams I will kill my self	Negative
"Whenever I ask for money from my father to pay my fees, he tells me he does not have money. It is my mother who have been is paying my school fees. This is is bad for me."	Negative
When I got my terminal report I became so sad so that I could not show the report to my mother because she will be disappointed in me. I then told my friend that I will learn hard to improve on my performance.	Negative
 I felt bad because I was called in front of the class and I was punished for getting low marks by my management teacher and he also set target for me to score for next exams. I felt sad and did not even know what to do next. I can express my feeling that it was my saddest day in school. 	Negative
"Some of the things that promote my academic work is good teacher. In the school teachers are more dedicated to their work, they report school on time and they are always in class. This has helped improve my academic work."	Positive
I felt very bad when I had very low marks in business management	Negative
I felt bad because I was called in front of the class and I was punished for getting low marks by my management teacher and he also set target for me to score for next exams. I felt sad and did not even know what to do next. I can express my feeling that it was my saddest day in school. 	Negative
I had sex with my boyfriend for the first time and I cant get off it. I feel like having it always and this is causing so much challenge for my academic work.	Negative
Poor sanitation lead to diseases that leads to sickness. I sometimes fell sick and sometimes I have to absent myself from school and seek medical attention. 	Negative
"Again, one thing that motivates me is how the teachers advice as when we put up bad behaviour in our academic work."	Positive
I am not happy about about the attitude of some teachers in this school. They will beat you if you donŐt perform wll in class	Negative
I donŐt have any problem with my life. My parents are responsible and treat me happily. I love to study.	Positive
I hate my mathematics teacher. I am not able to learn mathematics because of him 	Nagative
"I felt very surprise when I heard that my father raped someone, since then I have not been able to learn very well."	Negative
"There was a time that I got excelleng grade in my weakest subject, english, I was so happy."	Positive
My parents visit me every day in school. And I feel very happy anytime they come.	Positive
"My sister represented their school for the maths and science quiz, since then everyone has become my friend in school"	Positive
I am just happy about our Geography teacher anytime I see him	Positive
"I expects to pass vey well in my WASSCE, since I learn so well all the time "	Positive
What makes me unhappy is the attitude of the senior I serve in the school. He hates me and makes me feel sorry at all times.	Negative
I felt very bad when I had very low marks in business management.	Negative
I donŐt love my father because he hates and dispise me and this disturbs me a lot in my studies 	Nagative
I could not believe that I could speak boldly in public. I did that when I was asked to explain something in class	Positive
I hate my economics teacher with all my heart. He multreats us anytime he comes to class	Negative
My extra classes fees was paid by my fried and that surprises me because she also complains of money	Positive
one is expected to learn harder towards the future. I get a lot of encouragement from my parents 	Positive
I love to be seen by good friends always 	Positive
I hope to be a successful Banker in the future	Positive
I developed a lot of interest in mathematics when I got to the SHS	Positive
My parents have a lot of money to support my education	Positive
In the future I wish to develop my own business so that I can employ other people to work with me	Positive
I am just happy about our Geography teacher anytime I see him. He encourages us to learn always	Positive
"There was a time that my father had no money to pay for my school fees. But surprisingly, a good samaritan who is my fathers friend came on my way to give me money to settle the fees"	Positive
I was introduced by the friends to stealing and pick pocketing. I want to stop but I cant. I need help but I can tell the school counsellor	Negative
My elder sister who takes care of me gets angry easily and this bothers me a lot 	Negative
At time I even felt pity for my parent because they were trying any possible means to help me in my education but to no avail	Negative
Sometimes I feel I am not welcome among my friends. This is because I am the only one who is weak in academic	Negative
I had sex with my JHS teacher and this became a problem in the community I live. I nearly killed myself	Negative
I was very happy when our school went for the maths and science quiz	Positive
Last term I nearly got an acident while coming to school. This was the saddest month of my life	Negative
"My school has a good environment for studies, so I believe that my academic work is influenced positively. Because it helps me to learn very well"	Positive
My relationship with teachers is good and I am happy for that	Positive
How angry I was when I heard that sometime I told a teacher was going round and everyone was talking about it	Negative
My greatest desire is to finish school successfuly with good grades and not to disappoint my parents	Positive
My mother divorce my father and this has been a problem for me. I cant even learn well when I remember it 	Negative
I get emotionally disturbed anytime my parents fight 	Negative
I am happy to be in the school	Positive
I hate to be disappointed my friends 	Negative
I can't believe some seniors donŐt even respect our teachers 	Negative
life bores me sometimes but I will manage to be someone in the future 	Positive
I love all the teachers in this school	Positive
